Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
tivi,[SALE 6.6] Smart Tivi Samsung 4K UHD 55 inch UA55AU7700KXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-uhd-55-inch-ua55au7700kxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2302177894.html,8.589.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",1.1K Đã bán,(235),Hồ Chí Minh,12.900.000 ₫,159.200 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['1'],['0'],['0'],['2'],['232']
tivi,[SALE 6.6] Smart Tivi Samsung 65 inch QLED 4K Q60B QA65Q60BAKXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-65-inch-qled-4k-q60b-qa65q60bakxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2333489239.html,13.589.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",528 Đã bán,(176),Hồ Chí Minh,19.400.000 ₫,238.400 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['1'],['0'],['1'],['1'],['173']
tivi,[SALE 6.6] Smart Tivi Samsung 4K UHD 65 inch UA65AU7700KXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-uhd-65-inch-ua65au7700kxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2302276515.html,11.589.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",324 Đã bán,(64),Hồ Chí Minh,15.900.000 ₫,258.200 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['1'],['0'],['0'],['2'],['61']
tivi,[SALE 6.6] Smart Tivi Samsung 4K UHD 50 inch UA50AU7700KXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-uhd-50-inch-ua50au7700kxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2302335018.html,8.189.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",103 Đã bán,(26),Hồ Chí Minh,11.400.000 ₫,131.600 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['0'],['0'],['0'],['1'],['25']
tivi,Smart Tivi Coocaa Full HD 43 Inch 43S3U,https://www.lazada.vn/products/smart-tivi-coocaa-full-hd-43-inch-43s3u-i2614626362.html,3.990.000 ₫,,,,Hà Nội,7.990.000 ₫,,30 Ngày Trả Hàng Miễn Phí,Nhà bán hàng mới,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 43Q60B - Smart Tivi QLED 4K 43 inch Samsung QA43Q60B QA43Q60BA 43Q60BA QA43Q60BAKXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-43q60b-smart-tivi-qled-4k-43-inch-samsung-qa43q60b-qa43q60ba-43q60ba-qa43q60bakxxv-i1879816329.html,8.600.000 ₫,,15 Đã bán,(2),Hồ Chí Minh,15.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,97%,['0'],['0'],['0'],['0'],['2']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 55BU8000 - Smart Tivi Samsung Crystal UHD 4K 55 inch UA55BU8000 UA55BU8000KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-55bu8000-smart-tivi-samsung-crystal-uhd-4k-55-inch-ua55bu8000-ua55bu8000kxxv-i1879572278.html,8.920.000 ₫,,23 Đã bán,(5),Hồ Chí Minh,16.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,97%,['0'],['0'],['0'],['0'],['5']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 43AU7002 - Smart Tivi Samsung 4K 43 inch UA43AU7002 UA43AU7002KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-43au7002-smart-tivi-samsung-4k-43-inch-ua43au7002-ua43au7002kxxv-i1964387004.html,6.289.000 ₫,,167 Đã bán,(57),Hồ Chí Minh,7.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,97%,['1'],['0'],['0'],['0'],['56']
tivi,"[ 6.6 HOTDEAL 5290K - Tặng Giá Treo TV DP243 cho 80 đơn đầu tiên mua dòng 43T66 ] Google TV TCL 43 inch 4K HDR - 43T66 - Dolby Audio, Tivi Giá Rẻ Chất Lượng - Bảo Hành 2 Năm, Trả góp 0%",https://www.lazada.vn/products/66-hotdeal-5290k-tang-gia-treo-tv-dp243-cho-80-don-dau-tien-mua-dong-43t66-google-tv-tcl-43-inch-4k-hdr-43t66-dolby-audio-tivi-gia-re-chat-luong-bao-hanh-2-nam-tra-gop-0-i1933200101.html,6.490.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",496 Đã bán,(144),Hồ Chí Minh,10.490.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['2'],['1'],['1'],['1'],['140']
tivi,[SALE 6.6] Smart Tivi Samsung 4K Crystal UHD 43 inch UA43BU8000KXXV Kết nối bluetooth Tìm Kiếm giọng nói Bằng Tiếng Việt - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-crystal-uhd-43-inch-ua43bu8000kxxv-ket-noi-bluetooth-tim-kiem-giong-noi-bang-tieng-viet-hang-chinh-hang-phan-phoi-boi-lazada-i2362893230.html,7.889.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",99 Đã bán,(36),Hồ Chí Minh,10.900.000 ₫,74.700 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['0'],['0'],['0'],['0'],['36']
tivi,Remote dùng cho Tivi Sony Internet Rm - L1370,https://www.lazada.vn/products/remote-dung-cho-tivi-sony-internet-rm-l1370-i2335057215.html,20.692 ₫,,76 Đã bán,(17),Nước ngoài,30.815 ₫,17.000 ₫,,93%,100%,100%,['0'],['0'],['0'],['0'],['17']
tivi,Smart TIVI XIAOMI 55 inch EA55 PRO 2024 ( 3GB + 32GB)/ 120Hz - CHÍNH HÃNG 100%,https://www.lazada.vn/products/smart-tivi-xiaomi-55-inch-ea55-pro-2024-3gb-32gb-120hz-chinh-hang-100-i2198020800.html,7.450.000 ₫,,18 Đã bán,(10),Hồ Chí Minh,9.990.000 ₫,,,97%,Không đủ thông tin,78%,['0'],['0'],['0'],['0'],['10']
tivi,Nguồn tivi Sony 19.5V-4.7A Kèm dây nguồn,https://www.lazada.vn/products/nguon-tivi-sony-195v-47a-kem-day-nguon-i2374014242.html,110.000 ₫,,42 Đã bán,(17),Hà Nội,190.000 ₫,38.000 ₫,,95%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['18']
tivi,THANH LED TIVI SAMSUNG 43T6000 43T6500 43R6000 HÀNG MỚI 100% BỘ 4 THANH MỖI THANH 7 BÓNG 3V GỒM 4 THANH 4 BÓNG + 4 THANH 3 BÓNG,https://www.lazada.vn/products/thanh-led-tivi-samsung-43t6000-43t6500-43r6000-hang-moi-100-bo-4-thanh-moi-thanh-7-bong-3v-gom-4-thanh-4-bong-4-thanh-3-bong-i2222461262.html,230.000 ₫,,73 Đã bán,(26),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['26']
tivi,"[ 6.6 HOTDEAL 7290K - Tặng Giá Treo TV DP243 cho 80 đơn đầu tiên mua dòng 55T66 ] Google TV TCL 55 inch 4K HDR Dolby Audio - 55T66 - TV - Bảo Hành 2 Năm, Trả góp 0%",https://www.lazada.vn/products/66-hotdeal-7290k-tang-gia-treo-tv-dp243-cho-80-don-dau-tien-mua-dong-55t66-google-tv-tcl-55-inch-4k-hdr-dolby-audio-55t66-tv-bao-hanh-2-nam-tra-gop-0-i1933199122.html,8.090.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",1.7K Đã bán,(683),Hồ Chí Minh,13.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['18'],['4'],['6'],['12'],['643']
tivi,Smart Tivi XIAOMI 32 inch EA32 2022 Series (1Gb + 8Gb)/ 60Hz - CHÍNH HÃNG 100%,https://www.lazada.vn/products/smart-tivi-xiaomi-32-inch-ea32-2022-series-1gb-8gb-60hz-chinh-hang-100-i2232669025.html,2.777.000 ₫,,322 Đã bán,(118),Hồ Chí Minh,4.990.000 ₫,,,97%,Không đủ thông tin,78%,['0'],['1'],['1'],['1'],['116']
tivi,"SMART TV 4K COOCAA 55 inch viền mỏng - Youtube - Model 55S3U Pro Games mode, Dolby audio, Youtube , Bảo Hành 2 Năm, 1 năm ClipTV, FPT gói gia đình 3 tháng",https://www.lazada.vn/products/smart-tv-4k-coocaa-55-inch-vien-mong-youtube-model-55s3u-pro-games-mode-dolby-audio-youtube-bao-hanh-2-nam-1-nam-cliptv-fpt-goi-gia-dinh-3-thang-i1546322531.html,5.540.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",2.2K Đã bán,(921),Hồ Chí Minh,10.990.000 ₫,46.000 ₫,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['5'],['0'],['1'],['17'],['899']
tivi,"Thanh lý TIVI TOSHIBA 24inch đầy đủ cổng kết nối USB, HDMI, USB, AV. FULL phụ kiện",https://www.lazada.vn/products/thanh-ly-tivi-toshiba-24inch-day-du-cong-ket-noi-usb-hdmi-usb-av-full-phu-kien-i2391255350.html,920.486 ₫,,77 Đã bán,(26),Hà Nội,950.000 ₫,115.100 ₫,,91%,95%,93%,['0'],['0'],['0'],['3'],['24']
tivi,"phim phân cực 32in để dán tivi bị ố dộp mốc lang beng, trầy xước, tặng dao cạo keo, khăn lau bụi, hướng dẫn dán",https://www.lazada.vn/products/phim-phan-cuc-32in-de-dan-tivi-bi-o-dop-moc-lang-beng-tray-xuoc-tang-dao-cao-keo-khan-lau-bui-huong-dan-dan-i1083030645.html,99.000 ₫,,908 Đã bán,(220),Hồ Chí Minh,,18.300 ₫,,94%,100%,Không đủ thông tin,['3'],['3'],['2'],['8'],['205']
tivi,[SALE 6.6] Smart Tivi Samsung 55 inch QLED 4K Q60B QA55Q60BAKXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-55-inch-qled-4k-q60b-qa55q60bakxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2333404856.html,11.589.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",86 Đã bán,(25),Hồ Chí Minh,15.900.000 ₫,146.000 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['0'],['0'],['1'],['0'],['24']
tivi,mart TV HD Coocaa 32 Inch Wifi - Model 32S3U,https://www.lazada.vn/products/mart-tv-hd-coocaa-32-inch-wifi-model-32s3u-i2661102250.html,2.399.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,"Thanh lý Tivi LED Sony KDL 40 inch siêu nét, ngoại hình đẹp 98% xem truyền hình,lắp camera, màn hình trình chiếu",https://www.lazada.vn/products/thanh-ly-tivi-led-sony-kdl-40-inch-sieu-net-ngoai-hinh-dep-98-xem-truyen-hinhlap-camera-man-hinh-trinh-chieu-i2365790756.html,2.151.660 ₫,,28 Đã bán,(12),Hà Nội,2.350.000 ₫,198.200 ₫,,91%,95%,93%,['1'],['0'],['0'],['0'],['11']
tivi,Tivi LED LG - samsung 24 - 47 inch,https://www.lazada.vn/products/tivi-led-lg-samsung-24-47-inch-i2102338649.html,1.100.000 ₫,,10 Đã bán,(3),Hồ Chí Minh,,71.100 ₫,,85%,100%,65%,['0'],['0'],['0'],['0'],['3']
tivi,Smart Tivi 4K UHD 43 Inch UA43AU7002KXXV,https://www.lazada.vn/products/smart-tivi-4k-uhd-43-inch-ua43au7002kxxv-i2660062135.html,3.989.000 ₫,,,,Hà Nội,,278.100 ₫,,97%,99%,100%,['0'],['0'],['0'],['0'],['0']
tivi,"Bộ thanh Led Tivi SAMSUNG 55TU7000, 55TU8000, 55TU8100 - bộ 8 thanh 5 Led",https://www.lazada.vn/products/bo-thanh-led-tivi-samsung-55tu7000-55tu8000-55tu8100-bo-8-thanh-5-led-i2312373741.html,370.000 ₫,,,(1),Tiền Giang,,28.700 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['1']
tivi,"Thanh Led Tivi SAMSUNG 32J4003, 32J4303, 32N4300",https://www.lazada.vn/products/thanh-led-tivi-samsung-32j4003-32j4303-32n4300-i2312270671.html,120.000 ₫,,12 Đã bán,(7),Tiền Giang,,28.700 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['7']
tivi,Smart Tivi Samsung 43 inch UA43T6500,https://www.lazada.vn/products/smart-tivi-samsung-43-inch-ua43t6500-i2302984591.html,3.200.000 ₫,,,(2),Hồ Chí Minh,3.500.000 ₫,74.700 ₫,,85%,100%,65%,['0'],['0'],['0'],['0'],['2']
tivi,Tivi 32 inch sony thanh lý tại tp.HCM ( không wifi ) dùng hộp box hoặc cáp hoặc đầu thu để xem .,https://www.lazada.vn/products/tivi-32-inch-sony-thanh-ly-tai-tphcm-khong-wifi-dung-hop-box-hoac-cap-hoac-dau-thu-de-xem-i2657906041.html,1.300.000 ₫,,,,Hồ Chí Minh,,23.800 ₫,,Nhà bán hàng mới,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,Tivi 40 in sony led mỏng không wifi,https://www.lazada.vn/products/tivi-40-in-sony-led-mong-khong-wifi-i2657781851.html,2.000.000 ₫,,,,Hồ Chí Minh,,23.800 ₫,,Nhà bán hàng mới,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,LED TIVI SAMSUNG 43NU7100 43RU7100 43NU7300 43RU7300 43RU7200 43NU7200 43NU7090 43RU7090 43NU7290 43RU7290 43N5500 MỚI 100% BỘ 2 THANH MỖI 28 BÓNG 6V,https://www.lazada.vn/products/led-tivi-samsung-43nu7100-43ru7100-43nu7300-43ru7300-43ru7200-43nu7200-43nu7090-43ru7090-43nu7290-43ru7290-43n5500-moi-100-bo-2-thanh-moi-28-bong-6v-i1262918728.html,100.000 ₫,,301 Đã bán,(89),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['3'],['0'],['0'],['2'],['84']
tivi,Smart Tivi Coocaa Full HD 43 Inch 43S3U,https://www.lazada.vn/products/smart-tivi-coocaa-full-hd-43-inch-43s3u-i2643751423.html,3.816.000 ₫,,,,Hồ Chí Minh,6.990.000 ₫,,,97%,Không đủ thông tin,78%,['0'],['0'],['0'],['0'],['0']
tivi,Tivi Mới Cũ dùng cho khách sạn - văn phòng,https://www.lazada.vn/products/tivi-moi-cu-dung-cho-khach-san-van-phong-i2513433493.html,950.000 ₫,,,(1),Hà Nội,,198.200 ₫,,86%,96%,75%,['0'],['0'],['0'],['0'],['1']
tivi,Tivi LED Sharp LC-40LE265X 40 inch,https://www.lazada.vn/products/tivi-led-sharp-lc-40le265x-40-inch-i2159787534.html,1.700.000 ₫,,8 Đã bán,(3),Hồ Chí Minh,,74.700 ₫,,85%,100%,65%,['0'],['0'],['0'],['0'],['3']
tivi,"[6.6 HOTDEAL 11990K - Tặng Loa S522W cho 20 đơn đầu tiên khi mua dòng T7B ] QLED TV TCL 4K 120hz - Tivi 65"" 65T7B - Google TV - Hàng Chính Hãng - Bảo Hành 2 Năm",https://www.lazada.vn/products/66-hotdeal-11990k-tang-loaw-cho-20-don-dau-tien-khi-mua-dong-t7b-qled-tv-tcl-4k-120hz-tivi-65-65t7b-google-tv-hang-chinh-hang-bao-hanh-2-nam-i2638585125.html,16.490.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",23 Đã bán,(8),Hồ Chí Minh,17.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['0'],['0'],['0'],['1'],['7']
tivi,Smart Tivi Casper S Series Full HD 43 inch 43FGS610,https://www.lazada.vn/products/smart-tivi-casper-s-series-full-hd-43-inch-43fgs610-i2590597206.html,4.690.000 ₫,,9 Đã bán,,Hà Nội,9.090.000 ₫,,,100%,Không đủ thông tin,88%,['0'],['0'],['0'],['0'],['0']
tivi,"1 cặp loa tivi Sony. dài 16,5cm,rộng 7cm",https://www.lazada.vn/products/1-cap-loa-tivi-sony-dai-165cmrong-7cm-i1866414474.html,100.000 ₫,,13 Đã bán,(6),Bà Rịa Vũng Tàu,,28.700 ₫,,97%,93%,95%,['0'],['0'],['0'],['0'],['6']
tivi,[SALE 6.6] Smart Tivi Samsung 4K Crystal UHD 65inch UA65AU7002KXXV - Hàng Chính Hãng - Phân Phối Bởi Lazada - MIỄN PHÍ VẬN CHUYỂN TOÀN QUỐC,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-crystal-uhd-65inch-ua65au7002kxxv-hang-chinh-hang-phan-phoi-boi-lazada-mien-phi-van-chuyen-toan-quoc-i2622570527.html,10.989.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",,(1),Bắc Ninh,13.900.000 ₫,565.500 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['0'],['0'],['0'],['0'],['1']
tivi,tivi,https://www.lazada.vn/products/tivi-i2111896828.html,1.500.000 ₫,,,,Bình Dương,,585.800 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,DÂY (CÁP) ANTEN TRUYỀN HÌNH KỸ THUẬT SỐ MẶT ĐẤT DVB–T2 LOẠI TỐT bấm sẵn rắc ăng ten và tivi dài 5 mét/10 mét/15 mét/20 mét,https://www.lazada.vn/products/day-cap-anten-truyen-hinh-ky-thuat-so-mat-dat-dvbt2-loai-tot-bam-san-rac-ang-ten-va-tivi-dai-5-met10-met15-met20-met-i1871490866.html,29.000 ₫,,35 Đã bán,(11),Hồ Chí Minh,89.000 ₫,18.300 ₫,,96%,94%,100%,['0'],['0'],['1'],['1'],['9']
tivi,"Google Tivi Coocaa 4K 55 Inch - 55Y73 Youtube Netfilx Smart TV 2024 new tv Tặng gói giải trí cliptv 1 năm, k+ 1 năm, FPT gói gia đình 3 tháng, VTVcap ON 1 năm",https://www.lazada.vn/products/google-tivi-coocaa-4k-55-inch-55y73-youtube-netfilx-smart-tv-2024-new-tv-tang-goi-giai-tri-cliptv-1-nam-k-1-nam-fpt-goi-gia-dinh-3-thang-vtvcap-on-1-nam-i2663015371.html,8.090.000 ₫,,,,Hồ Chí Minh,21.000.000 ₫,46.000 ₫,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['0'],['0'],['0'],['0'],['0']
tivi,"Google Tivi TOSHIBA 50 inch 50C350LP, Smart TV Màn Hình LED 4K UHD - Loa 24W - Miễn Phí Lắp Đặt",https://www.lazada.vn/products/google-tivi-toshiba-50-inch-50c350lp-smart-tv-man-hinh-led-4k-uhd-loa-24w-mien-phi-lap-dat-i1986562741.html,7.451.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",78 Đã bán,(33),Hồ Chí Minh,14.690.000 ₫,79.000 ₫,30 Ngày Trả Hàng Miễn Phí,99%,100%,100%,['0'],['0'],['0'],['1'],['32']
tivi,"Thanh lý smart Tivi LG chính hãng 42inch siêu bền, ngoại hình đẹp 98%",https://www.lazada.vn/products/thanh-ly-smart-tivi-lg-chinh-hang-42inch-sieu-ben-ngoai-hinh-dep-98-i2588404973.html,1.999.000 ₫,,8 Đã bán,(6),Hà Nội,2.500.000 ₫,198.200 ₫,,91%,90%,96%,['0'],['0'],['0'],['0'],['6']
tivi,Android Tivi QLED Casper 4K 55 inch 55QG8000,https://www.lazada.vn/products/android-tivi-qled-casper-4k-55-inch-55qg8000-i2495985328.html,7.490.000 ₫,,10 Đã bán,(5),Hà Nội,14.790.000 ₫,,,99%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['5']
tivi,Android Tivi QLED Casper 4K 55 inch 55QG8000,https://www.lazada.vn/products/android-tivi-qled-casper-4k-55-inch-55qg8000-i2614648125.html,6.590.000 ₫,Áp dụng voucher,,(1),Hà Nội,14.790.000 ₫,,30 Ngày Trả Hàng Miễn Phí,Nhà bán hàng mới,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['1']
tivi,"Thanh lý tivi SHARP 32inch led mỏng đẹp 98% xem truyền hình,camera,màn hình trình chiếu,màn hình máy tính...",https://www.lazada.vn/products/thanh-ly-tivi-sharp-32inch-led-mong-dep-98-xem-truyen-hinhcameraman-hinh-trinh-chieuman-hinh-may-tinh-i2391292060.html,1.369.480 ₫,,25 Đã bán,(7),Hà Nội,1.400.000 ₫,198.200 ₫,,91%,95%,93%,['0'],['0'],['0'],['0'],['7']
tivi,"Google Tivi Coocaa 4K 55 Inch - 55Y72 Youtube Netfilx Smart TV 2022 new tv Tặng gói giải trí cliptv 1 năm, k+ 1 năm, FPT gói gia đình 3 tháng, VTVcap ON 1 năm",https://www.lazada.vn/products/google-tivi-coocaa-4k-55-inch-55y72-youtube-netfilx-smart-tv-2022-new-tv-tang-goi-giai-tri-cliptv-1-nam-k-1-nam-fpt-goi-gia-dinh-3-thang-vtvcap-on-1-nam-i1931985776.html,7.060.000 ₫,Áp dụng voucher,717 Đã bán,(516),Hồ Chí Minh,10.000.000 ₫,46.000 ₫,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['3'],['2'],['4'],['4'],['503']
tivi,"Thanh lý Tivi Sony 32inch LCD xem truyền hình,lắp camera, màn hình trình chiếu,màn hình máy tính ảnh đẹp, siêu bền, ngoại hình đẹp",https://www.lazada.vn/products/thanh-ly-tivi-sony-32inch-lcd-xem-truyen-hinhlap-camera-man-hinh-trinh-chieuman-hinh-may-tinh-anh-dep-sieu-ben-ngoai-hinh-dep-i2319312883.html,1.435.853 ₫,,20 Đã bán,(9),Hà Nội,2.050.000 ₫,198.200 ₫,,91%,95%,93%,['1'],['0'],['0'],['1'],['7']
tivi,Giá dùng để sửa tivi,https://www.lazada.vn/products/gia-dung-de-sua-tivi-i1806809773.html,480.000 ₫,,175 Đã bán,(46),Hà Nội,900.000 ₫,125.300 ₫,,96%,100%,92%,['0'],['0'],['0'],['2'],['44']
tivi,Túi đựng Tivi 32in (Led),https://www.lazada.vn/products/tui-dung-tivi-32in-led-i2427214609.html,389.000 ₫,,61 Đã bán,(16),Hồ Chí Minh,,38.000 ₫,,100%,88%,100%,['0'],['0'],['0'],['1'],['15']
tivi,Smart Tivi Samsung 32 inch UA32T4202,https://www.lazada.vn/products/smart-tivi-samsung-32-inch-ua32t4202-i2540182594.html,4.690.000 ₫,,16 Đã bán,,Hà Nội,7.900.000 ₫,,,100%,Không đủ thông tin,88%,['0'],['0'],['0'],['0'],['1']
tivi,"[HÀNG XUẤT MALAYSIA] Điều khiển tivi sony , remote tivi Sony smart RMT-TX200, TX300 hàng cao cấp Remote SONY YOUTUBE",https://www.lazada.vn/products/hang-xuat-malaysia-dieu-khien-tivi-sony-remote-tivi-sony-smart-rmt-tx200-tx300-hang-cao-cap-remote-sony-youtube-i2375510545.html,31.463 ₫,,1.9K Đã bán,(461),Nước ngoài,39.014 ₫,17.000 ₫,,93%,96%,100%,['7'],['4'],['4'],['15'],['431']
tivi,Tivi Xiaomi EA43 2022 Series - Tivi 43 Inch Giá rẻ (1Gb + 8Gb)/60Hz - CHÍNH HÃNG 100%,https://www.lazada.vn/products/tivi-xiaomi-ea43-2022-series-tivi-43-inch-gia-re-1gb-8gb60hz-chinh-hang-100-i2195973454.html,4.048.000 ₫,,388 Đã bán,(107),Hồ Chí Minh,4.990.000 ₫,,,97%,Không đủ thông tin,78%,['2'],['3'],['1'],['4'],['98']
tivi,[6.6 HOTDEAL 9490K - Tặng Giá Treo TV DP265 cho 20 đơn đầu tiên mua dòng 65T66 ] Google Tivi TCL 65'' 4K HDR Dolby Audio - 65T66 - Tivi Giá Rẻ Chất Lượng - OK Google - Điều khiển giọng nói - Bảo Hành 2 Năm,https://www.lazada.vn/products/66-hotdeal-9490k-tang-gia-treo-tv-dp265-cho-20-don-dau-tien-mua-dong-65t66-google-tivi-tcl-65-4k-hdr-dolby-audio-65t66-tivi-gia-re-chat-luong-ok-google-dieu-khien-giong-noi-bao-hanh-2-nam-i1933160424.html,11.190.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",376 Đã bán,(171),Hồ Chí Minh,20.490.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['3'],['0'],['2'],['0'],['167']
tivi,"Thanh lý Smart Tivi LG 4K 43 inch có wifi,youtobe truy cập mạng siêu nhanh",https://www.lazada.vn/products/thanh-ly-smart-tivi-lg-4k-43-inch-co-wifiyoutobe-truy-cap-mang-sieu-nhanh-i2309662702.html,3.565.542 ₫,,31 Đã bán,(17),Hà Nội,3.700.000 ₫,206.800 ₫,,91%,95%,93%,['1'],['0'],['1'],['0'],['15']
tivi,"Smart Tivi Sony 42 inch có wifi,youtobe...",https://www.lazada.vn/products/smart-tivi-sony-42-inch-co-wifiyoutobe-i2348002961.html,3.003.074 ₫,,21 Đã bán,(17),Hà Nội,3.070.000 ₫,198.200 ₫,,91%,95%,93%,['1'],['0'],['1'],['1'],['14']
tivi,"Thanh lý Tivi Sony 32inch LCD ảnh đẹp, siêu bền, ngoại hình đẹp",https://www.lazada.vn/products/thanh-ly-tivi-sony-32inch-lcd-anh-dep-sieu-ben-ngoai-hinh-dep-i2306048385.html,1.480.000 ₫,,23 Đã bán,(9),Hà Nội,1.550.000 ₫,198.200 ₫,,91%,95%,93%,['0'],['0'],['1'],['0'],['9']
tivi,"Google Tivi Coocaa HD 32 Inch - 32Z73 Youtube Netfilx Điều Khiển Bằng Giọng Nói - Bảo Hành 2 Năm, Smart TV Tặng gói giải trí cliptv 1 năm, k+ 1 năm, FPT gói gia đình 3 tháng, VTVcap ON",https://www.lazada.vn/products/google-tivi-coocaa-hd-32-inch-32z73-youtube-netfilx-dieu-khien-bang-giong-noi-bao-hanh-2-nam-smart-tv-tang-goi-giai-tri-cliptv-1-nam-k-1-nam-fpt-goi-gia-dinh-3-thang-vtvcap-on-i2635427253.html,3.440.000 ₫,Áp dụng voucher,6 Đã bán,,Hồ Chí Minh,7.999.000 ₫,52.300 ₫,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['0'],['0'],['0'],['0'],['0']
tivi,Thanh lý Tivi Samsung 40inch LED siêu nét ngoại hình đẹp 98%,https://www.lazada.vn/products/thanh-ly-tivi-samsung-40inch-led-sieu-net-ngoai-hinh-dep-98-i2232524286.html,2.350.000 ₫,,62 Đã bán,(20),Hà Nội,,198.200 ₫,,91%,95%,93%,['0'],['1'],['1'],['1'],['18']
tivi,"TCON TIVI SONY 43W800F, 43W800G - HÀNG NGUYÊN ZIN CHÍNH HÃNG",https://www.lazada.vn/products/tcon-tivi-sony-43w800f-43w800g-hang-nguyen-zin-chinh-hang-i2304507871.html,320.000 ₫,,17 Đã bán,(6),Tiền Giang,,32.200 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['6']
