Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
tivi,"TCON TIVI SONY 43X8000E, 49X8000E, 55X8000E - HÀNG NGUYÊN ZIN CHÍNH HÃNG",https://www.lazada.vn/products/tcon-tivi-sony-43x8000e-49x8000e-55x8000e-hang-nguyen-zin-chinh-hang-i2303912733.html,270.000 ₫,,20 Đã bán,(8),Tiền Giang,,32.200 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['8']
tivi,[6.6 HOTDEAL 7490K - Tặng MLKK KJ270F cho 10 đơn đầu tiên mua dòng C645] QLED TV TCL 4K UHD - Tivi 43''- 43C645 - Tivi 43 inch - Tivi cao cấp - Hàng chính hãng,https://www.lazada.vn/products/66-hotdeal-7490k-tang-mlkk-kj270f-cho-10-don-dau-tien-mua-dong-c645-qled-tv-tcl-4k-uhd-tivi-43-43c645-tivi-43-inch-tivi-cao-cap-hang-chinh-hang-i2212743108.html,8.992.000 ₫,,16 Đã bán,(5),Hồ Chí Minh,10.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['0'],['0'],['0'],['0'],['6']
tivi,"TCON: T430HVN01.A, T420HVN6.1, T430HVN01.0, T430HVN01.6, TCON THAY THẾ CHO TIVI: 43W800C, 50W800C, 43W780C, 42W700B",https://www.lazada.vn/products/tcon-t430hvn01a-t420hvn61-t430hvn010-t430hvn016-tcon-thay-the-cho-tivi-43w800c-50w800c-43w780c-42w700b-i1724817858.html,250.000 ₫,,165 Đã bán,(57),Hà Nội,,32.700 ₫,,96%,100%,100%,['0'],['2'],['1'],['2'],['52']
tivi,THANH LED TIVI SAMSUNG 43TU7000 43TU8000 43TU8100 43TU8200 HÀNG MỚI 100% BỘ 6 THANH MỖI THANH 5 BÓNG 3V DÀI 435+380mm,https://www.lazada.vn/products/thanh-led-tivi-samsung-43tu7000-43tu8000-43tu8100-43tu8200-hang-moi-100-bo-6-thanh-moi-thanh-5-bong-3v-dai-435380mm-i2222587026.html,160.000 ₫,,17 Đã bán,(5),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['1'],['4']
tivi,Tivi 17 inh,https://www.lazada.vn/products/tivi-17-inh-i2579767829.html,1.350.000 ₫,,,(1),Bình Dương,,65.500 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['1'],['0']
tivi,Thanh lý tivi samsung 40inch LCD đẹp 98% đầy đủ cổng kết nối( tặng giá treo tường),https://www.lazada.vn/products/thanh-ly-tivi-samsung-40inch-lcd-dep-98-day-du-cong-ket-noi-tang-gia-treo-tuong-i2407789828.html,1.850.000 ₫,,12 Đã bán,(4),Hà Nội,,206.800 ₫,,91%,95%,93%,['0'],['0'],['0'],['0'],['4']
tivi,"Thanh lý tivi TCL 32inch chính hãng,hình ảnh sắc nét,hoạt động bền bỉ,ngoại hình đẹp, đầy đủ phụ kiện",https://www.lazada.vn/products/thanh-ly-tivi-tcl-32inch-chinh-hanghinh-anh-sac-nethoat-dong-ben-bingoai-hinh-dep-day-du-phu-kien-i2539952537.html,1.419.000 ₫,,7 Đã bán,(3),Hà Nội,1.521.000 ₫,198.200 ₫,,91%,90%,96%,['1'],['0'],['0'],['0'],['2']
tivi,"Tcon Tivi SONY 55X7000D, hàng nguyên Zin Chính Hãng",https://www.lazada.vn/products/tcon-tivi-sony-55x7000d-hang-nguyen-zin-chinh-hang-i2651979011.html,330.000 ₫,,,,Tiền Giang,,28.700 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['0']
tivi,"THANH LED TIVI TCL 50P2 50P62 50S62 50D2900 50S4900 4C-LB5004-HR14J 50HR330M04B9 4C-LB5005-HR14J 50HR330M05A9 HÀNG MỚI 100%, BỘ 4 THANH 4 BÓNG VÀ 4 THANH 5 BÓNG, MỖI BÓNG 6V",https://www.lazada.vn/products/thanh-led-tivi-tcl-50p2-50p62-50s62-50d2900-50s4900-4c-lb5004-hr14j-50hr330m04b9-4c-lb5005-hr14j-50hr330m05a9-hang-moi-100-bo-4-thanh-4-bong-va-4-thanh-5-bong-moi-bong-6v-i1739517600.html,200.000 ₫,,14 Đã bán,(6),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['6']
tivi,Tivi cầm tay CASIO TV-880 cho mọi người sưu tầm,https://www.lazada.vn/products/tivi-cam-tay-casio-tv-880-cho-moi-nguoi-suu-tam-i2621896257.html,600.000 ₫,,,,Hải Dương,,43.900 ₫,,83%,100%,100%,['0'],['0'],['0'],['0'],['0']
tivi,[6.6 HOTDEAL 3790K - Tặng Giá Treo TV DP243 cho 40 đơn đầu tiên khi mua dòng S5401A ] Android TV HD TCL 32inch - 32S5401A - Smart TV - Hàng chính hãng - Bảo hành 2 năm,https://www.lazada.vn/products/66-hotdeal-3790k-tang-gia-treo-tv-dp243-cho-40-don-dau-tien-khi-mua-donga-android-tv-hd-tcl-32inch-32s5401a-smart-tv-hang-chinh-hang-bao-hanh-2-nam-i2509119979.html,4.290.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",52 Đã bán,(13),Hồ Chí Minh,4.590.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['0'],['0'],['0'],['1'],['13']
tivi,[Tặng nón ASanZo] Tivi Asanzo 25 inch- tích hợp DVBT2. Bảo hành 24 tháng chính hãng,https://www.lazada.vn/products/tang-non-asanzo-tivi-asanzo-25-inch-tich-hop-dvbt2-bao-hanh-24-thang-chinh-hang-i2157918147.html,2.550.000 ₫,,,,Hồ Chí Minh,,21.200 ₫,,96%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,"Thanh lý tivi TOSHIBA 29inch chính hãng,hình ảnh sắc nét,hoạt động bền bỉ,ngoại hình đẹp, đầy đủ phụ kiện",https://www.lazada.vn/products/thanh-ly-tivi-toshiba-29inch-chinh-hanghinh-anh-sac-nethoat-dong-ben-bingoai-hinh-dep-day-du-phu-kien-i2540193718.html,1.248.000 ₫,,,(1),Hà Nội,1.350.000 ₫,104.900 ₫,,91%,90%,96%,['0'],['0'],['0'],['0'],['1']
tivi,"THANH LED TIVI TCL 43S6500 43S6800 43P8 43P65 MỚI 100% HÀNG ZIN HÃNG, BỘ 2 THANH, MỖI THANH 11 BÓNG 6V, DÀI 80,4cm",https://www.lazada.vn/products/thanh-led-tivi-tcl-43s6500-43s6800-43p8-43p65-moi-100-hang-zin-hang-bo-2-thanh-moi-thanh-11-bong-6v-dai-804cm-i2061166147.html,165.315 ₫,,6 Đã bán,(4),Hà Nội,169.000 ₫,38.000 ₫,,97%,96%,70%,['0'],['0'],['0'],['0'],['4']
tivi,"[6.6 HOTDEAL 16990K - Tặng Loa S522W cho 20 đơn đầu tiên khi mua dòng T7B ] QLED TV TCL 4K 120hz - Tivi 75"" 75T7B - Google TV - Hàng Chính Hãng - Bảo Hành 2 Năm",https://www.lazada.vn/products/66-hotdeal-16990k-tang-loaw-cho-20-don-dau-tien-khi-mua-dong-t7b-qled-tv-tcl-4k-120hz-tivi-75-75t7b-google-tv-hang-chinh-hang-bao-hanh-2-nam-i2638447739.html,24.292.000 ₫,,5 Đã bán,(0),Hồ Chí Minh,25.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['0'],['0'],['0'],['0'],['1']
tivi,Tivi Smart Tv Darling 32i nch 32HD wifi internet,https://www.lazada.vn/products/tivi-smart-tv-darling-32i-nch-32hd-wifi-internet-i286838654.html,3.050.000 ₫,,66 Đã bán,(18),Đồng Tháp,,96.100 ₫,,97%,95%,75%,['0'],['0'],['2'],['0'],['16']
tivi,"tivi 32 in ai bị hư phim phân cpực như thế này liên hệ với mình nhé, mình hướng dẫn sửa cho",https://www.lazada.vn/products/tivi-32-in-ai-bi-hu-phim-phan-cpuc-nhu-the-nay-lien-he-voi-minh-nhe-minh-huong-dan-sua-cho-i2401667824.html,98.000 ₫,,6 Đã bán,(4),Hồ Chí Minh,,Miễn phí,,94%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['4']
tivi,Thanh lý Tivi Samsung 26inch ngoại hình đẹp,https://www.lazada.vn/products/thanh-ly-tivi-samsung-26inch-ngoai-hinh-dep-i2214878986.html,1.076.020 ₫,,26 Đã bán,(9),Hà Nội,1.100.000 ₫,198.200 ₫,,91%,95%,93%,['0'],['0'],['0'],['0'],['9']
tivi,[SALE 6.6] Smart Tivi Samsung 4K Crystal UHD DU8000 (2024)- Hàng Chính Hãng - Phân Phối Bởi Lazada - MIỄN PHÍ VẬN CHUYỂN TOÀN QUỐC,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-crystal-uhd-du8000-2024-hang-chinh-hang-phan-phoi-boi-lazada-mien-phi-van-chuyen-toan-quoc-i2654950285.html,11.899.000 ₫,,,,Hồ Chí Minh,19.900.000 ₫,218.600 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,94%,['0'],['0'],['0'],['0'],['0']
tivi,THANH LED TIVI SAMSUNG 55TU7000 55TU8000 55TU8100 55TU7020 55TU7025 55TU7092 HÀNG MỚI 100% BỘ 8 THANH MỖI THANH 5 BÓNG 3V DÀI 510+576mm,https://www.lazada.vn/products/thanh-led-tivi-samsung-55tu7000-55tu8000-55tu8100-55tu7020-55tu7025-55tu7092-hang-moi-100-bo-8-thanh-moi-thanh-5-bong-3v-dai-510576mm-i2222789523.html,230.000 ₫,,7 Đã bán,(1),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['1']
tivi,Tivi Smart Tv 32 inch Asanzo wifi internet,https://www.lazada.vn/products/tivi-smart-tv-32-inch-asanzo-wifi-internet-i2111812852.html,3.050.000 ₫,,,,Đồng Tháp,,88.900 ₫,,97%,82%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,Android Tivi Casper 43 inch 43FG5200,https://www.lazada.vn/products/android-tivi-casper-43-inch-43fg5200-i2614494978.html,4.590.000 ₫,,,,Hà Nội,8.290.000 ₫,,30 Ngày Trả Hàng Miễn Phí,Nhà bán hàng mới,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
tivi,Tivi led CASPER 32HGS610 32 inch Android 11.0,https://www.lazada.vn/products/tivi-led-casper-32hgs610-32-inch-android-110-i2614534769.html,3.366.000 ₫,,,,Hà Nội,5.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,Nhà bán hàng mới,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['1']
tivi,"[Trả góp 0%] Smart Tivi Casper S Series HD 32 inch 32HGS610 (Giá áp dụng giao tại HN, HCM& các tỉnh liên hệ shop)",https://www.lazada.vn/products/tra-gop-0-smart-tivi-casper-s-series-hd-32-inch-32hgs610-gia-ap-dung-giao-tai-hn-hcm-cac-tinh-lien-he-shop-i1278130007.html,4.190.000 ₫,,300 Đã bán,(114),Hà Nội,7.690.000 ₫,,,100%,Không đủ thông tin,92%,['0'],['0'],['0'],['0'],['114']
tivi,"8GB RAM 128GB ROM TV android mxq pro 4k 5g, 8G 128G Máy Phát Đa Phương Tiện 4 Nhân 4K HD 3Dxem Youtube Netfliex MXQ",https://www.lazada.vn/products/8gb-ram-128gb-rom-tv-android-mxq-pro-4k-5g-8g-128g-may-phat-da-phuong-tien-4-nhan-4k-hd-3dxem-youtube-netfliex-mxq-i2656836095.html,249.771 ₫,,5 Đã bán,(1),Hà Nội,700.200 ₫,32.700 ₫,,91%,99%,100%,['0'],['0'],['0'],['0'],['2']
tivi,"Thanh lý Smart Tivi Samsung 43 inch có wifi,youtobe,netflix ... Ngoại hình cực đẹp",https://www.lazada.vn/products/thanh-ly-smart-tivi-samsung-43-inch-co-wifiyoutobenetflix-ngoai-hinh-cuc-dep-i2391078570.html,3.200.000 ₫,,25 Đã bán,(11),Hà Nội,,198.200 ₫,,91%,95%,93%,['0'],['0'],['0'],['0'],['11']
tivi,Thanh lý Android smart Tivi SHARP AQUA 4K 43in tràn viền hàng trưng bày bảo hành 1 năm,https://www.lazada.vn/products/thanh-ly-android-smart-tivi-sharp-aqua-4k-43in-tran-vien-hang-trung-bay-bao-hanh-1-nam-i2513876941.html,3.257.406 ₫,,7 Đã bán,(1),Hà Nội,3.330.000 ₫,198.200 ₫,,91%,95%,93%,['0'],['0'],['0'],['1'],['1']
tivi,"Thanh lý Tivi PANASONIC 32inch siêu bền,hình ảnh sắc nét, ngoại hình đẹp",https://www.lazada.vn/products/thanh-ly-tivi-panasonic-32inch-sieu-benhinh-anh-sac-net-ngoai-hinh-dep-i2539780962.html,1.349.000 ₫,,9 Đã bán,(2),Hà Nội,1.450.000 ₫,198.200 ₫,,91%,90%,96%,['0'],['0'],['0'],['0'],['2']
tivi,"Thanh lý Android Tivi Sony 43inch 4k KDL- bắt wifi, youtobe và các ứng dụng xem truyền hình khác đảm bảo nguyên zin 100%",https://www.lazada.vn/products/thanh-ly-android-tivi-sony-43inch-4k-kdl-bat-wifi-youtobe-va-cac-ung-dung-xem-truyen-hinh-khac-dam-bao-nguyen-zin-100-i2364476398.html,3.750.000 ₫,,5 Đã bán,(1),Hà Nội,,198.200 ₫,,91%,95%,93%,['0'],['0'],['0'],['0'],['1']
tivi,"Tivi sony 32in LED 32inch chính hãng, hình ảnh sắc nét,bền bỉ,ngoại hình đẹp 98%",https://www.lazada.vn/products/tivi-sony-32in-led-32inch-chinh-hang-hinh-anh-sac-netben-bingoai-hinh-dep-98-i2537347412.html,1.694.000 ₫,,5 Đã bán,(1),Hà Nội,,,,,,,['0'],['0'],['0'],['0'],['1']
tivi,Bo xử lý Android Tivi Casper 43 inch 43FG5200 - 1 cáp (hàng tháo máy),https://www.lazada.vn/products/bo-xu-ly-android-tivi-casper-43-inch-43fg5200-1-cap-hang-thao-may-i2632424746.html,650.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,75%,100%,['0'],['0'],['0'],['0'],['0']
tivi,Smart Tivi Toshiba 32 inch 32L5650,https://www.lazada.vn/products/smart-tivi-toshiba-32-inch-32l5650-i2194451748.html,1.800.000 ₫,,35 Đã bán,(13),Hồ Chí Minh,,74.700 ₫,,85%,100%,65%,['0'],['0'],['0'],['1'],['13']
tivi,[6.6 HOTDEAL 7890K - Tặng MLKK KJ270F cho 10 đơn đầu tiên mua dòng C645] QLED TV TCL 4K UHD - Tivi 50'' 50C645 - Tivi 50 inch - Tivi cao cấp - Hàng chính hãng,https://www.lazada.vn/products/66-hotdeal-7890k-tang-mlkk-kj270f-cho-10-don-dau-tien-mua-dong-c645-qled-tv-tcl-4k-uhd-tivi-50-50c645-tivi-50-inch-tivi-cao-cap-hang-chinh-hang-i2212737125.html,11.392.000 ₫,,99 Đã bán,(54),Hồ Chí Minh,13.290.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['0'],['1'],['0'],['1'],['53']
tivi,THU THẬP VOUCHER... [HCM][Siêu rẻ]SẢN PHẨM MỚI TIVI HIỆU JINGZHAN 17 INCH HÌNH ẢNH SẮC NÉT HÀNG CHÍNH HÃNG BẢO HÀNH 1 NĂM,https://www.lazada.vn/products/thu-thap-voucher-hcmsieu-resan-pham-moi-tivi-hieu-jingzhan-17-inch-hinh-anh-sac-net-hang-chinh-hang-bao-hanh-1-nam-i1298060525.html,1.499.000 ₫,,234 Đã bán,(112),Hồ Chí Minh,1.899.000 ₫,27.300 ₫,,98%,Không đủ thông tin,100%,['3'],['0'],['2'],['12'],['95']
tivi,Smart Tivi LG 4K 43 inch 43UM7300PTA,https://www.lazada.vn/products/smart-tivi-lg-4k-43-inch-43um7300pta-i2295432226.html,3.290.000 ₫,,9 Đã bán,(4),Hồ Chí Minh,3.990.000 ₫,74.700 ₫,,85%,100%,65%,['0'],['0'],['0'],['1'],['3']
tivi,Android Tivi TCL 40 inch L40S66A,https://www.lazada.vn/products/android-tivi-tcl-40-inch-l40s66a-i2173024478.html,2.500.000 ₫,,10 Đã bán,(7),Hồ Chí Minh,,74.700 ₫,,85%,100%,65%,['0'],['0'],['0'],['1'],['5']
tivi,Thanh lý Tivi Samsung 32inch LCD siêu bền ngoại hình đẹp 98%,https://www.lazada.vn/products/thanh-ly-tivi-samsung-32inch-lcd-sieu-ben-ngoai-hinh-dep-98-i2170604642.html,1.396.646 ₫,,81 Đã bán,(33),Hà Nội,1.530.000 ₫,198.200 ₫,,91%,95%,93%,['0'],['0'],['0'],['2'],['31']
tivi,smat Tivi Toshiba 40in model 40L5650,https://www.lazada.vn/products/smat-tivi-toshiba-40in-model-40l5650-i2001882231.html,2.300.000 ₫,,,(1),Hồ Chí Minh,,74.700 ₫,,85%,100%,65%,['0'],['0'],['0'],['0'],['1']
tivi,TIVI SAMSUNG UA40K5500AK | BÁN BO MẠCH TIVI SAMSUNG UA40K5500AK HỎNG MÀN HÌNH,https://www.lazada.vn/products/tivi-samsung-ua40k5500ak-ban-bo-mach-tivi-samsung-ua40k5500ak-hong-man-hinh-i2615723948.html,950.000 ₫,,,,Nghệ An,,202.600 ₫,,94%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,Android Tivi TCL 40 inch L40S66A,https://www.lazada.vn/products/android-tivi-tcl-40-inch-l40s66a-i2305914988.html,4.190.000 ₫,,,,Hồ Chí Minh,7.690.000 ₫,131.600 ₫,,Không đủ thông tin,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
tivi,Android Tivi Sharp 32 inch 2T-C32BG1X,https://www.lazada.vn/products/android-tivi-sharp-32-inch-2t-c32bg1x-i2088330180.html,1.750.000 ₫,,,(1),Hồ Chí Minh,1.950.000 ₫,71.100 ₫,,85%,100%,65%,['0'],['0'],['0'],['0'],['1']
tivi,Tivi led Asanzo 25S200T2 25inch - Bảo Hành 24 Tháng Toàn Quốc,https://www.lazada.vn/products/tivi-led-asanzo-25s200t2-25inch-bao-hanh-24-thang-toan-quoc-i2217482157.html,2.280.000 ₫,,22 Đã bán,(10),Hồ Chí Minh,2.990.000 ₫,Miễn phí,,99%,100%,100%,['0'],['0'],['0'],['0'],['10']
tivi,THANH LED TIVI SAMSUNG 50TU7000 50TU8000 50TU8100 50TU8200 HÀNG MỚI 100% BỘ 6 THANH MỖI THANH 6 BÓNG 3V DÀI 479+483mm GIÁ ĐĂNG BÁN LÀ 1 BỘ 6 THANH 6 BÓNG,https://www.lazada.vn/products/thanh-led-tivi-samsung-50tu7000-50tu8000-50tu8100-50tu8200-hang-moi-100-bo-6-thanh-moi-thanh-6-bong-3v-dai-479483mm-gia-dang-ban-la-1-bo-6-thanh-6-bong-i2222540406.html,230.000 ₫,,5 Đã bán,(1),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['1'],['0']
tivi,"tivi 32 in ai bị hư phim phân cpực như thế này liên hệ với mình nhé, mình hướng dẫn sửa cho",https://www.lazada.vn/products/tivi-32-in-ai-bi-hu-phim-phan-cpuc-nhu-the-nay-lien-he-voi-minh-nhe-minh-huong-dan-sua-cho-i2401844879.html,98.000 ₫,,,,Hồ Chí Minh,,Miễn phí,,94%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,tivi Sony mạnh nhanh,https://www.lazada.vn/products/tivi-sony-manh-nhanh-i2243575997.html,2.000.000 ₫,,,,Bắc Giang,,63.300 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,Tivi 19 inh,https://www.lazada.vn/products/tivi-19-inh-i2579790825.html,1.550.000 ₫,,,,Bình Dương,,74.700 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,Thanh lý Tivi LED Toshiba 29inch đã qua sử dụng,https://www.lazada.vn/products/thanh-ly-tivi-led-toshiba-29inch-da-qua-su-dung-i2476229390.html,1.250.000 ₫,,7 Đã bán,(5),Hà Nội,,125.300 ₫,,91%,95%,93%,['0'],['0'],['0'],['0'],['5']
tivi,THANH LED TIVI SAMSUNG 65TU7000 65TU8000 65TU8100 65TU8200 HÀNG MỚI 100% BỘ 10 THANH MỖI THANH 6 BÓNG 3V DÀI 686+617mm,https://www.lazada.vn/products/thanh-led-tivi-samsung-65tu7000-65tu8000-65tu8100-65tu8200-hang-moi-100-bo-10-thanh-moi-thanh-6-bong-3v-dai-686617mm-i2222680567.html,260.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,"THANH LED TIVI LG 49UJ652 49LV340 HÀNG MỚI 100%, BỘ 2 THANH MỖI THANH 12 BÓNG 3v, GỒM 4 KHÚC NỐI LẠI, MỖI KHÚC DÀI 51cm",https://www.lazada.vn/products/thanh-led-tivi-lg-49uj652-49lv340-hang-moi-100-bo-2-thanh-moi-thanh-12-bong-3v-gom-4-khuc-noi-lai-moi-khuc-dai-51cm-i1552731884.html,200.000 ₫,,11 Đã bán,(7),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['6']
tivi,Smart Tivi Giá rẻ HD Coocaa 32 Inch Wifi 32S3U - Bảo hành 24 tháng,https://www.lazada.vn/products/smart-tivi-gia-re-hd-coocaa-32-inch-wifi-32s3u-bao-hanh-24-thang-i2390268348.html,2.990.000 ₫,,,,Hồ Chí Minh,5.590.000 ₫,59.400 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,THANH LED TIVI SAMSUNG 43KU6000 43MU6100 43MU6150 HÀNG ZIN HÃNG MỚI 100% BỘ 4 THANH 7 BÓNG VÀ 4 THANH 5 BÓNG MỖI BÓNG 3V V6DU-430DCA-R2 V6DU-430DCB-R2,https://www.lazada.vn/products/thanh-led-tivi-samsung-43ku6000-43mu6100-43mu6150-hang-zin-hang-moi-100-bo-4-thanh-7-bong-va-4-thanh-5-bong-moi-bong-3v-v6du-430dca-r2-v6du-430dcb-r2-i2144315143.html,390.000 ₫,,6 Đã bán,(1),Hồ Chí Minh,,16.500 ₫,,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['1']
tivi,"tivi ai bị hư như thế này mình hướng dẫn sửa cho ,phim phân cực dùng để dán tivi 32inch 32 inch 32 in 32in bị ố mờ,rộp",https://www.lazada.vn/products/tivi-ai-bi-hu-nhu-the-nay-minh-huong-dan-sua-cho-phim-phan-cuc-dung-de-dan-tivi-32inch-32-inch-32-in-32in-bi-o-morop-i2631190616.html,95.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,94%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,[Mới] Bộ Led Tivi Asanzo 43 AT500 - TCL 43 (8 Thanh),https://www.lazada.vn/products/moi-bo-led-tivi-asanzo-43-at500-tcl-43-8-thanh-i2601832871.html,450.000 ₫,,,,Hà Nội,,32.700 ₫,,96%,100%,66%,['0'],['0'],['0'],['0'],['0']
tivi,THANH LED TIVI LG 32LB550 32LB551 32LB560 32LB561 32LB582 32LF580 32LF550 32LF581D 32LF582D Innotek DRT 3.0 32A,https://www.lazada.vn/products/thanh-led-tivi-lg-32lb550-32lb551-32lb560-32lb561-32lb582-32lf580-32lf550-32lf581d-32lf582d-innotek-drt-30-32a-i2061035757.html,145.751 ₫,,12 Đã bán,(5),Hà Nội,149.000 ₫,38.000 ₫,,97%,96%,70%,['0'],['0'],['0'],['0'],['5']
tivi,Bo xử lý Smart Tivi Casper 32 inch 32HX6200 (hàng tháo máy),https://www.lazada.vn/products/bo-xu-ly-smart-tivi-casper-32-inch-32hx6200-hang-thao-may-i2628927974.html,500.000 ₫,,,,Hồ Chí Minh,,18.300 ₫,,Nhà bán hàng mới,75%,100%,['0'],['0'],['0'],['0'],['0']
tivi,"LED TIVI DARLING 32 INCH 32HD964T2 - (HD Ready, DVB-T2, DVB-S2, Tràn viền) - Bảo hành chính hãng toàn quốc 2 năm",https://www.lazada.vn/products/led-tivi-darling-32-inch-32hd964t2-hd-ready-dvb-t2-dvb-tran-vien-bao-hanh-chinh-hang-toan-quoc-2-nam-i2394256710.html,2.780.000 ₫,,,(2),Hồ Chí Minh,,31.600 ₫,,100%,Không đủ thông tin,66%,['0'],['0'],['0'],['0'],['2']
tivi,"[6.6 HOTDEAL 10490K - Tặng Loa S522W cho 20 đơn đầu tiên khi mua dòng T7B ] QLED TV TCL 4K 120hz - Tivi 55"" 55T7B - Google TV - Hàng Chính Hãng - Bảo Hành 2 Năm",https://www.lazada.vn/products/66-hotdeal-10490k-tang-loaw-cho-20-don-dau-tien-khi-mua-dong-t7b-qled-tv-tcl-4k-120hz-tivi-55-55t7b-google-tv-hang-chinh-hang-bao-hanh-2-nam-i2638452487.html,12.490.000 ₫,"LazFlash Sale,kết thúc sau 1 ngày",13 Đã bán,(2),Hồ Chí Minh,13.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['0'],['0'],['1'],['0'],['1']
tivi,"Thanh lý Smart Tivi Samsung 32 inch có wifi,youtobe ... ngoại hình 98%",https://www.lazada.vn/products/thanh-ly-smart-tivi-samsung-32-inch-co-wifiyoutobe-ngoai-hinh-98-i2494323422.html,2.390.975 ₫,,,,Hà Nội,2.500.000 ₫,198.200 ₫,,91%,95%,93%,['0'],['0'],['0'],['0'],['0']
tivi,"Thanh lý Tivi Samsung 32inch chính hãng, hình ảnh sắc nét,bền bỉ,ngoại hình đẹp 98%",https://www.lazada.vn/products/thanh-ly-tivi-samsung-32inch-chinh-hang-hinh-anh-sac-netben-bingoai-hinh-dep-98-i2537344473.html,1.675.000 ₫,,,,Hà Nội,1.875.000 ₫,198.200 ₫,,91%,90%,96%,['0'],['0'],['0'],['0'],['0']
tivi,Smart Google Tivi Coocaa 4K 70 inch 70C9 - Hàng chính hãng,https://www.lazada.vn/products/smart-google-tivi-coocaa-4k-70-inch-70c9-hang-chinh-hang-i2624483168.html,10.689.000 ₫,,,,Hà Nội,15.990.000 ₫,,30 Ngày Trả Hàng Miễn Phí,Nhà bán hàng mới,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
tivi,"Bộ Led Tivi DARLING 32HD932, bộ 3 thanh 7 bóng",https://www.lazada.vn/products/bo-led-tivi-darling-32hd932-bo-3-thanh-7-bong-i2312367420.html,250.000 ₫,,,,Tiền Giang,,28.700 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['0']
tivi,Tivi led 24 inch Darling có tích hợp đầu thu KTS,https://www.lazada.vn/products/tivi-led-24-inch-darling-co-tich-hop-dau-thu-kts-i288056692.html,2.250.000 ₫,,59 Đã bán,(20),Đồng Tháp,,65.500 ₫,,97%,95%,75%,['0'],['0'],['0'],['4'],['16']
tivi,[Giao hàng và lắp đặt nội thành phố HCM trong 2 giờ] 43AU7002 - Smart Tivi Samsung 4K 43 inch UA43AU7002 UA43AU7002KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-noi-thanh-pho-hcm-trong-2-gio-43au7002-smart-tivi-samsung-4k-43-inch-ua43au7002-ua43au7002kxxv-i1919783497.html,6.390.000 ₫,,49 Đã bán,(18),Hồ Chí Minh,7.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,97%,['0'],['0'],['0'],['0'],['19']
